timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/07 17:34:16.463, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.56 W
2026/08/07 17:34:21.478, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:34:26.487, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:34:31.497, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.56 W
2026/08/07 17:34:36.502, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:34:41.511, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.55 W
2026/08/07 17:34:46.523, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:34:51.539, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.56 W
2026/08/07 17:34:56.550, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:35:01.558, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.55 W
2026/08/07 17:35:06.569, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:35:11.583, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.32 W
2026/08/07 17:35:16.596, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.55 W
2026/08/07 17:35:21.608, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:35:26.620, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.56 W
2026/08/07 17:35:31.631, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:35:36.641, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.55 W
2026/08/07 17:35:41.655, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.56 W
2026/08/07 17:35:46.665, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:35:51.675, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.32 W
2026/08/07 17:35:56.681, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:36:01.694, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:36:06.703, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.55 W
2026/08/07 17:36:11.719, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:36:16.730, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:36:21.741, 0, 0 %, 0 %, 38923 MiB, 40960 MiB, 101.44 W
2026/08/07 17:36:26.747, 0, 6 %, 0 %, 38925 MiB, 40960 MiB, 102.60 W
2026/08/07 17:36:31.757, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.55 W
2026/08/07 17:36:36.771, 0, 2 %, 0 %, 38925 MiB, 40960 MiB, 102.08 W
2026/08/07 17:36:41.778, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.31 W
2026/08/07 17:36:46.798, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:36:51.805, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.47 W
2026/08/07 17:36:56.818, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:37:01.829, 0, 3 %, 0 %, 38925 MiB, 40960 MiB, 101.83 W
2026/08/07 17:37:06.842, 0, 8 %, 0 %, 38925 MiB, 40960 MiB, 102.19 W
2026/08/07 17:37:11.853, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 104.00 W
2026/08/07 17:37:16.867, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.83 W
2026/08/07 17:37:21.879, 0, 6 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:37:26.890, 0, 4 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:37:31.903, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.31 W
